cuda;0;132.000000;0.000000;1;1;1.000000
cuda;1;494.000000;76.603477;1;24;0.234893
cuda;2;628.000000;18.488340;1;28;0.156509
cuda;3;861.000000;28.063334;1;33;0.082394
cuda;4;250.000000;6.241976;1;34;0.070890
cuda;5;1257.000000;59.038345;1;47;0.016819
cuda;6;247.000000;5.913509;1;49;0.014471
cuda;7;487.000000;11.224892;1;51;0.010820
cuda;8;250.000000;6.000597;1;53;0.009310
cuda;9;486.000000;11.571574;1;56;0.006857
cuda;10;247.000000;5.746455;1;57;0.005900
cuda;11;487.000000;11.030148;1;60;0.004411
cuda;12;250.000000;5.723387;1;61;0.003795
cuda;13;484.000000;11.517426;1;64;0.002796
cuda;14;250.000000;5.432275;1;65;0.002405
cuda;15;482.000000;11.104649;1;68;0.001772
cuda;16;247.000000;5.319873;1;70;0.001524
cuda;17;487.000000;10.185146;1;72;0.001140
cuda;18;250.000000;5.178206;1;74;0.001000
cuda;19;485.000000;10.571240;1;77;0.001000
cuda;20;250.000000;5.038835;1;78;0.001000
cuda;21;485.000000;9.888558;1;81;0.001000
cuda;22;250.000000;4.958085;1;82;0.001000
cuda;23;485.000000;9.554974;1;85;0.001000
cuda;24;250.000000;4.424071;1;86;0.001000
cuda;25;485.000000;9.186057;1;89;0.001000
cuda;26;247.000000;4.380038;1;91;0.001000
cuda;27;483.000000;8.200687;1;93;0.001000
cuda;28;247.000000;4.224169;1;95;0.001000
cuda;29;480.000000;8.323433;1;97;0.001000
cuda;30;247.000000;3.987575;1;99;0.001000
cuda;31;487.000000;7.646837;1;101;0.001000
cuda;32;247.000000;4.117000;1;103;0.001000
cuda;33;488.000000;7.619442;1;106;0.001000
cuda;34;247.000000;3.871725;1;107;0.001000
cuda;35;484.000000;7.547889;1;110;0.001000
cuda;36;250.000000;3.634096;1;111;0.001000
cuda;37;484.000000;7.245356;1;114;0.001000
cuda;38;247.000000;3.425931;1;115;0.001000
cuda;39;484.000000;6.601300;1;118;0.001000
cuda;40;243.000000;3.575611;1;119;0.001000
cuda;41;485.000000;7.050597;1;122;0.001000
cuda;42;250.000000;3.043905;1;124;0.001000
cuda;43;486.000000;6.726414;1;127;0.001000
cuda;44;247.000000;3.096224;1;128;0.001000
cuda;45;865.000000;12.130293;1;134;0.001000
cuda;46;250.000000;3.187147;1;135;0.001000
cuda;47;486.000000;6.418530;1;138;0.001000
cuda;48;250.000000;2.830034;1;139;0.001000
cuda;49;484.000000;7.029320;1;142;0.001000
cuda;50;247.000000;2.863499;1;144;0.001000
cuda;51;489.000000;16.956539;1;147;0.001000
cuda;52;250.000000;5.087484;1;148;0.001000
cuda;53;484.000000;9.594933;1;151;0.001000
cuda;54;247.000000;4.451648;1;153;0.001000
cuda;55;488.000000;8.535587;1;155;0.001000
cuda;56;250.000000;4.109955;1;157;0.001000
cuda;57;486.000000;8.228443;1;160;0.001000
cuda;58;247.000000;3.741163;1;161;0.001000
cuda;59;487.000000;7.010818;1;164;0.001000
cuda;60;252.000000;3.665079;1;165;0.001000
cuda;61;735.000000;193.741776;1;260;0.001000
cuda;62;250.000000;2.952531;1;262;0.001000
cuda;63;872.000000;10.405701;1;267;0.001000
cuda;64;247.000000;2.878006;1;269;0.001000
cuda;65;871.000000;10.274385;1;274;0.001000
cuda;66;250.000000;3.047297;1;275;0.001000
cuda;67;484.000000;5.532700;1;278;0.001000
cuda;68;635.000000;7.398338;1;282;0.001000
cuda;69;684.000000;18.419899;1;290;0.001000
cuda;70;1022.000000;17.763107;1;298;0.001000
cuda;71;488.000000;5.566848;1;301;0.001000
cuda;72;623.000000;7.296679;1;304;0.001000
cuda;73;1393.000000;29.022770;1;320;0.001000
cuda;74;632.000000;8.768539;1;325;0.001000
cuda;75;483.000000;5.333718;1;328;0.001000
cuda;76;608.000000;13.668684;1;335;0.001000
cuda;77;481.000000;6.763696;1;338;0.001000
cuda;78;741.000000;29.396095;1;350;0.001000
cuda;79;848.000000;15.276890;1;356;0.001000
cuda;80;599.000000;17.270119;1;364;0.001000
cuda;81;873.000000;14.703982;1;370;0.001000
cuda;82;634.000000;8.845229;1;374;0.001000
cuda;83;1642.000000;37.743107;1;390;0.001000
cuda;84;251.000000;3.373814;1;392;0.001000
cuda;85;1226.000000;29.763664;1;404;0.001000
cuda;86;140.000000;188.351776;1;495;0.001000
cuda;87;1653.000000;18.633615;1;507;0.001000
cuda;88;249.000000;3.489635;1;509;0.001000
cuda;89;1246.000000;16.067873;1;517;0.001000
cuda;90;630.000000;6.669311;1;521;0.001000
cuda;91;876.000000;13.685281;1;529;0.001000
cuda;92;250.000000;2.270443;1;530;0.001000
cuda;93;485.000000;4.337776;1;533;0.001000
cuda;94;249.000000;2.693826;1;535;0.001000
cuda;95;1377.000000;117.459068;1;608;0.001000
cuda;96;792.000000;16.813112;1;620;0.001000
cuda;97;840.000000;15.029975;1;630;0.001000
cuda;98;249.000000;2.028622;1;631;0.001000
cuda;99;482.000000;4.434150;1;634;0.001000
cuda;100;744.000000;8.986012;1;640;0.001000
cuda;101;487.000000;10.787307;1;642;0.001000
cuda;102;849.000000;101.535637;1;694;0.001000
cuda;103;1724.000000;40.519009;1;718;0.001000
cuda;104;243.000000;3.314095;1;720;0.001000
cuda;105;1249.000000;13.593663;1;728;0.001000
cuda;106;742.000000;10.419449;1;734;0.001000
cuda;107;1462.000000;19.221930;1;745;0.001000
cuda;108;609.000000;6.118198;1;748;0.001000
cuda;109;901.000000;66.927170;1;791;0.001000
cuda;110;681.000000;28.951839;1;810;0.001000
cuda;111;483.000000;4.224030;1;813;0.001000
cuda;112;605.000000;11.383431;1;820;0.001000
cuda;113;862.000000;8.334121;1;825;0.001000
cuda;114;248.000000;2.206380;1;827;0.001000
cuda;115;2025.000000;34.875111;1;848;0.001000
cuda;116;622.000000;5.658753;1;852;0.001000
cuda;117;856.000000;8.968624;1;857;0.001000
cuda;118;247.000000;2.174978;1;859;0.001000
cuda;119;2156.000000;20.715488;1;872;0.001000
cuda;120;793.000000;19.074501;1;883;0.001000
cuda;121;867.000000;7.892667;1;888;0.001000
cuda;122;608.000000;5.126362;1;892;0.001000
cuda;123;796.000000;40.403027;1;917;0.001000
cuda;124;618.000000;6.309878;1;921;0.001000
cuda;125;869.000000;9.410226;1;927;0.001000
cuda;126;1277.000000;27.775606;1;945;0.001000
cuda;127;177.000000;2.068842;1;946;0.001000
cuda;128;251.000000;2.454557;1;948;0.001000
cuda;129;1627.000000;25.311659;1;963;0.001000
cuda;130;621.000000;5.307357;1;967;0.001000
cuda;131;771.000000;144.231110;1;1066;0.001000
cuda;132;509.000000;36.194416;1;1095;0.001000
cuda;133;1663.000000;17.094604;1;1109;0.001000
cuda;134;606.000000;7.957511;1;1116;0.001000
cuda;135;864.000000;6.718145;1;1121;0.001000
cuda;136;1041.000000;8.914296;1;1128;0.001000
cuda;137;1420.000000;12.757324;1;1137;0.001000
cuda;138;597.000000;5.911788;1;1142;0.001000
cuda;139;963.000000;12.580599;1;1151;0.001000
cuda;140;812.000000;9.295286;1;1158;0.001000
cuda;141;1301.000000;41.300789;1;1189;0.001000
cuda;142;813.000000;9.044686;1;1196;0.001000
cuda;143;852.000000;7.114982;1;1202;0.001000
cuda;144;653.000000;4.356817;1;1205;0.001000
cuda;145;1233.000000;10.131238;1;1213;0.001000
cuda;146;613.000000;6.708197;1;1218;0.001000
cuda;147;485.000000;3.250203;1;1221;0.001000
cuda;148;721.000000;12.080255;1;1230;0.001000
cuda;149;982.000000;9.502169;1;1237;0.001000
cuda;150;747.000000;10.440147;1;1244;0.001000
cuda;151;1778.000000;57.787952;1;1261;0.001000
cuda;152;1274.000000;46.265247;1;1279;0.001000
cuda;153;177.000000;3.508899;1;1280;0.001000
cuda;154;615.000000;8.545632;1;1283;0.001000
cuda;155;1413.000000;27.208302;1;1295;0.001000
cuda;156;816.000000;14.141196;1;1301;0.001000
cuda;157;1951.000000;26.317766;1;1313;0.001000
cuda;158;562.000000;39.834949;1;1331;0.001000
cuda;159;825.000000;15.111972;1;1338;0.001000
cuda;160;248.000000;3.005109;1;1339;0.001000
cuda;161;2041.000000;41.986046;1;1359;0.001000
cuda;162;626.000000;7.472280;1;1363;0.001000
cuda;163;844.000000;12.311125;1;1368;0.001000
cuda;164;225.000000;3.759087;1;1370;0.001000
cuda;165;477.000000;5.759385;1;1373;0.001000
cuda;166;226.000000;3.681148;1;1375;0.001000
cuda;167;1230.000000;16.838259;1;1383;0.001000
cuda;168;164.000000;6.007678;1;1386;0.001000
cuda;169;1240.000000;28.276314;1;1399;0.001000
cuda;170;1331.000000;21.495985;1;1409;0.001000
cuda;171;178.000000;3.427436;1;1411;0.001000
cuda;172;651.000000;7.005354;1;1414;0.001000
cuda;173;872.000000;181.821335;1;1511;0.001000
cuda;174;594.000000;10.589774;1;1517;0.001000
cuda;175;760.000000;156.253113;1;1614;0.001000
cuda;176;638.000000;10.003055;1;1620;0.001000
cuda;177;1215.000000;12.032805;1;1628;0.001000
cuda;178;247.000000;1.978873;1;1630;0.001000
cuda;179;480.000000;4.249934;1;1632;0.001000
cuda;180;676.000000;56.873634;1;1671;0.001000
cuda;181;844.000000;7.402137;1;1676;0.001000
cuda;182;611.000000;5.155666;1;1679;0.001000
cuda;183;2146.000000;97.272522;1;1746;0.001000
cuda;184;250.000000;2.234379;1;1747;0.001000
cuda;185;865.000000;6.938846;1;1752;0.001000
cuda;186;600.000000;13.895302;1;1762;0.001000
cuda;187;1376.000000;106.670044;1;1837;0.001000
cuda;188;1320.000000;13.083709;1;1846;0.001000
cuda;189;177.000000;1.819112;1;1847;0.001000
cuda;190;488.000000;47.378757;1;1882;0.001000
cuda;191;2091.000000;21.104939;1;1897;0.001000
cuda;192;1010.000000;20.830038;1;1911;0.001000
cuda;193;1425.000000;13.144798;1;1920;0.001000
cuda;194;632.000000;5.703534;1;1925;0.001000
cuda;195;1536.000000;159.316620;1;2032;0.001000
cuda;196;1405.000000;17.577374;1;2043;0.001000
cuda;197;182.000000;2.207851;1;2045;0.001000
cuda;198;634.000000;6.028504;1;2048;0.001000
